imdb_id,title,release_year,budget,production_companies,production_countries,spoken_languages
tt2171809,Brother White,2012,1000000,Pure Flix Entertainment,United States of America,English
tt0433398,Journey From the Fall,2006,1300000,"A Fire in the Lake, Old Photo Film",United States of America,"English, Vietnamese"
tt0914805,Head Case,2007,5000,"B.P.A. Productions, Fleet Street Films",United States of America,English
tt0125381,Love God,1999,22000,"Only Hearts Company, Koch Productions, Good Machine, Crystal Pictures","Japan, United States of America",English
tt0460887,October Moon,2005,13000,,United States of America,English
tt0443629,Scorpius Gigantus,2006,210000,"L&P Productions, New Concorde",United States of America,English
tt1220227,Stacy's Mom,2010,500000,,United States of America,English
tt0316653,Spider's Web,2002,1000000,"Magic Hour Pictures, Mainline Releasing, MRG Entertainment",United States of America,"French, Serbian, English"
tt6922804,Lilith,2018,320000,TiberiusFilm,United States of America,English
tt0114568,Stripteaser,1995,100,New Horizons Picture,United States of America,English
tt0816145,Cowboy Junction,2006,70000,,United States of America,English
tt0081552,Squeeze Play,1979,150000,Troma Entertainment,United States of America,English
tt11023738,My Adventures with Santa,2019,3000000,"Hollywood Media Bridge, Optimad Entertainment Media, Shadow Vale Productions, Octane Entertainment, Universal Pictures",United States of America,English
tt0398791,Blue Citrus Hearts,2003,3000,"Media Co-op, Sawed-Off Collaboratory Productions",United States of America,English
tt0088896,A Certain Sacrifice,1979,20000,"Cine Cine Productions Inc., Carlson International, Vidimax",United States of America,"English, French"
tt1144805,King Lines,2007,250000,Sender Films,"Spain, United States of America","Spanish, Italian, English"
tt0421156,"Veritas, Prince of Truth",2007,5000000,"Twelfth Night Entertainment, La Panza Producciones","United States of America, Mexico","English, Spanish"
tt3067436,Miracle Landing on the Hudson,2014,2000000,"Black Hangar Studios, RAW",United States of America,English
tt6719566,Strapped for Danger,2017,25000,Scorpio Film Releasing,United States of America,English
tt1727491,"Connected: An Autoblogography About Love, Death & Technology",2011,1300000,,United States of America,English
tt1565063,Good Day for It,2011,2500000,NAZZ Productions,United States of America,English
tt0374170,Replica,2005,7000,Moviehead Pictures,United States of America,English
tt5001130,Time to Choose,2015,3500000,Representational Pictures,United States of America,English
tt0975738,At the Sinatra Club,2010,2500000,"san pietro productions, Ubatz Productions, United Pacific Studios",United States of America,English
tt7813060,Fasting,2017,200000,Doug Orchard Films,United States of America,English
tt1616512,Meadowoods,2010,15000,"Monterey Media, Eagles Nest Films",United States of America,English
tt3823912,Team Hot Wheels: The Origin of Awesome!,2014,3000000,Universal Pictures,United States of America,English
tt0071666,Invasion From Inner Earth,1974,150000,,United States of America,English
tt1784365,Blackmail Boys,2010,20000,Shumanski Brothers,United States of America,English
tt0106669,Darkness,1993,5000,13th Dream Entertainment,United States of America,English
tt0345855,The Republic Of Love,2004,700000,"Dan Films, The Film Consortium, Movie Central Network, Super Écran, Triptych Media, Téléfilm Canada, UK Film Council, The Movie Network","United Kingdom, Canada",English
tt1221932,Abduction,2009,500000,Orrichio Films,United States of America,English
tt1172996,Love for Sale,2008,1000000,Swirl Films,United States of America,English
tt6837832,We Take the Low Road,2019,250000,,United States of America,English
tt5220602,D-Day Assassins,2019,1000000,North Bank Entertainment,United Kingdom,English
tt0084931,"Yes, Giorgio",1982,19000000,Metro-Goldwyn-Mayer,United States of America,"English, Italian"
tt0488057,Snow Wonder,2005,1000000,,United States of America,English
tt1928124,Beware,2010,75000,,United States of America,English
tt0407095,Our Very Own,2005,2400000,"GADA Films, Miramax",United States of America,English
tt1319699,Ballistica,2009,1400000,The Asylum,United States of America,English
tt2828022,ICE Agent,2013,150000,,United States of America,English
tt11029976,Inside the Rain,2020,1000000,Act 13,United States of America,English
tt0835020,Attack of the Helping Hand!,1979,1,Metropolitan Film Group,United States of America,English
tt0183717,Rock 'n' Roll Frankenstein,1999,250000,"R&R Productions, Brain Damage Films",United Kingdom,English
tt0408281,"The Tulse Luper Suitcases, Part 2: Vaux to the Sea",2004,10000000,,"United Kingdom, Netherlands",English
tt11191040,Afraid,2019,40000,Make Films,United States of America,English
tt1212022,The Lion of Judah,2011,15000000,"Sunrise Productions, Animated Family Films, Character Matters",United States of America,English
tt0106402,Beyond Bedlam,1994,4800000,Metrodome Films,United Kingdom,English
tt2973506,Dolly Deadly,2016,10000,,United States of America,English
tt4280540,Western World,2017,255000,Garnet Films,United States of America,English
tt11421562,Milk Teeth,2020,10780,,United States of America,English
tt0275066,Welcome to Death Row,2001,2500000,Xenon Pictures,United States of America,English
tt0466923,The Perfect Stranger,2005,100000,,United States of America,English
tt0084268,Lookin' to Get Out,1982,17000000,"Lorimar Productions, Northstar International",United States of America,English
tt0320187,Nutbag,2000,40000,,United States of America,English
tt1734586,Supercapitalist,2012,500000,"Gravitas Ventures, Random Art Workshop","United States of America, Hong Kong","English, Cantonese"
tt5936582,Johnny Gruesome,2018,240000,"Red Hill Movies, DeInstitutionalized",United States of America,English
tt1015456,Adopt a Sailor,2008,300000,"Kim and Jim Productions, WonderStar Productions",United States of America,English
tt9170580,Ashens and the Polybius Heist,2020,265000,Relentless Films,United Kingdom,English
tt6785752,Lillith,2019,170000,Ritterhaus Productions,United States of America,English
tt3317728,"June, Adrift",2014,95000,,United States of America,English
tt2258647,Dark Nemesis,2011,10000,Lightning Rod Studios,United States of America,English
tt1153543,The Coverup,2008,1500000,"Phase 4 Films, Upload Films, Roberts/David Films, Snappe' Production Company",United States of America,English
tt1961604,The Undefeated,2011,1000000,Victory Film Group,United States of America,English
tt3972110,The Assault,2017,5500000,"Hollywood Media Bridge, Switzer Entertainment Group, Dawn's Light",United States of America,English
tt1239310,My Chemical Romance: The Black Parade Is Dead!,2008,150,"Speedway Films, Revolver Film Company",United States of America,English
tt0299045,The Movie Hero,2003,475000,,United States of America,English
tt0093617,Nice Girls Don't Explode,1987,1000000,Nice Girls Films,United States of America,English
tt1954364,Dark Hearts,2014,3000000,Adrenaline Entertainment,United States of America,English
tt1646231,The Raven,2010,5000,,United States of America,English
tt0388784,bobbycrush,2003,1500,Cut and Paste Films,United States of America,English
tt3477732,Full English Breakfast,2014,3300000,"ABP Entertainment, Dangertainment Motion Pictures, Trafalgar Street Studios",United Kingdom,English
tt3924144,OzLand,2015,10000,Shendopen,United States of America,English
tt0433482,Wild Country,2006,1599411,Gabriel Films,United Kingdom,"Czech, English"
tt3697954,Redeemed,2014,1000000,"Graça Filmes, Pure Flix Entertainment","Brazil, United States of America",English
tt3660486,Inside the Hunt for the Boston Bombers,2014,10000000,National Geographic,United States of America,English
tt1483010,Logan,2010,135000,"Logan Films, Real Bean Entertainment",United States of America,English
tt0106431,Blood Ties: The Life and Work of Sally Mann,1994,3000,Moving Target Productions,United States of America,English
tt0112525,Blonde Heaven,1995,200000,"TorchLight Entertainment, Full Moon Entertainment",United States of America,English
tt3202708,Christmas on Salvation Street,2015,100000,"Hemisphere Entertainment, Higher Purpose Entertainment, Power in Faith","Mexico, United States of America",English
tt0473435,Ark,2005,60000000,Digital Dream Studios,"South Korea, United States of America","Korean, English"
tt1345503,Nightstalker,2009,3000000,"Barnholtz Entertainment, Hollywood House of Horror",United States of America,English
tt0814100,Acts of Death,2007,6,"IndieHorror.com, Fylmar Productions, Highlander Films",United States of America,English
tt1507989,1313: Nightmare Mansion,2011,1000000,Rapid Heart Pictures,United States of America,English
tt0160616,Other Voices,2000,800000,"Redwood Communications, Phantom Limbs Plays & Pictures, Charny/Strong",United States of America,English
tt0288073,Jane Doe,2001,500000,"USA Films, USA Network, Zinc Entertainment Inc.",United States of America,English
tt6238084,Backfire,2017,100000,"South9, Won't Quit Entertainment Productions",United States of America,English
tt1324060,Jack's Family Adventure,2010,2000000,Larry Levinson Productions,United States of America,English
tt0443678,Unholy,2007,250000,"Catfish Studios, Sky Whisper Productions LLC",United States of America,English
tt8630924,Trust Me,2020,10000,,United States of America,English
tt5442626,Nessie & Me,2016,750000,"Team4Films, G & G Motion Pictures",United States of America,English
tt0165895,The Monster Hunter,1999,450000,The Asylum,United States of America,English
tt6671850,Two Graves,2018,630009,"Ida Rose, Gizmo Films, Happy Hour Productions, Principal Film Finance",United Kingdom,English
tt0760319,Night Feeders,2006,500000,"Synthetic Fur Productions, Allumination Filmworks, Mill Creek Entertainment",United States of America,English
tt0421983,Choker,2005,35000,"Choker Films, Vallelonga Productions",United States of America,English
tt3305388,Mountain Top,2017,750000,Level Path Productions,United States of America,English
tt1509277,UFC 100: Lesnar vs. Mir 2,2009,1790000,,United States of America,English
tt6255230,Clown Motel: Spirits Arise,2019,25000,"ITN Distribution, A Shadow in the Dark Productions, Rusty Nail Productions",United States of America,English
tt8327962,Alien Psychosis,2018,1000000,"Reality Entertainment, Millspictures Studios",United States of America,English
tt1460798,Henry & Me,2014,5000000,Henry & Me Productions,United States of America,English
tt0382053,The Good Humor Man,2005,1000000,Showtime Networks,United States of America,English
tt10498588,Revealing Ukraine,2019,3000000,Another Way Productions,United States of America,"English, Ukrainian, Russian"
tt1067078,Methodic,2007,500000,Blinky Productions,United States of America,English
tt3184720,Blood Lust,2016,1000000,Aristos Films,"New Zealand, United Kingdom",English
tt0119508,Leather Jacket Love Story,1998,67000,"Leather Jacket Productions, Goldeco Pictures, Here! Films",United States of America,English
tt1634275,Axe to Grind,2015,550000,"Top Knot Films, Seraph Productions",United States of America,English
tt2409634,This Is Our Time,2013,350000,"Pure Flix Entertainment, Check the Gate Productions",United States of America,English
tt0469899,Dr. Chopper,2005,200000,"Loose Canon Films, Urban Girl Productions",United States of America,English
tt0091613,Native Son,1986,2000000,"American Playhouse, Cinétudes Films",United States of America,English
tt1130983,Gloves of Stone,2009,1600000,Rogue Pictures,"United States of America, Mexico","English, Spanish"
tt8290476,Blank,2022,275650,Templeheart Films,United Kingdom,English
tt13315432,Bless Me Father,2023,60000,Paper Cinema LLC,United States of America,"English, Italian"
tt2375454,Slasher House,2012,1550000,,United Kingdom,English
tt2637580,Don't Go to the Reunion,2013,18000,,United States of America,English
tt0277895,Mickey,2004,6000000,,United States of America,English
tt0167832,Cold Harvest,1999,3600000,"Nu World Services, Millennium Media",United States of America,English
tt0439623,In Search of Santa,2004,2000000,"Tundra Productions, Colorland Animation Productions, Miramax",United States of America,English
tt13076560,TRY,2021,10000,"Reel View Interventions, Two Black Sheep",United States of America,English
tt0978569,Beware the Moon: Remembering 'An American Werewolf in London',2009,28000,"Universal Studios Home Entertainment, Kesslerboy & Bueno","United Kingdom, United States of America",English
tt4394034,Neil Stryker and The Tyrant of Time,2017,155000,"Lombo Bardi Productions, Taylor Twin Pictures",United States of America,English
tt8300048,Conspiracy of Silence,1993,500000,Yorkshire Television,United Kingdom,English
tt2991282,From the Future with Love,2013,20000,James Lawler Productions,United States of America,English
tt0117661,Skeletons,1997,2200000,"HBO, Hit Entertainment",United States of America,English
tt1859573,Pretty Obsession,2012,350000,,United States of America,English
tt5471258,Aithrí,2018,160000,De Facto Film and Video,"Ireland, United Kingdom","English, Irish"
tt3642508,Ghost Magnet,2011,50000,,United States of America,English
tt1499280,Mixtape,2009,1000,Luti Media,United Kingdom,English
tt2027091,Druid Peak,2014,114000,,United States of America,English
tt0400667,Murder in the Heartland: The Search For Video X,2003,1000000,Video X LLC,United States of America,English
tt0441737,Bam Bam and Celeste,2005,2000000,,United States of America,English
tt3161760,Blonde Death,1984,2000,,United States of America,English
tt2141761,The Blackout,2013,1300000,"La Dolce Vita Inc., Glossy Pictures",United States of America,English
tt9738400,Bone Breaker,2020,456781,Porcelain Film,United Kingdom,English
tt6355580,Claw,2017,100000,,United States of America,English
tt4934228,Vexed,2016,6000,Glass Cabin Films,United States of America,English
tt1116032,Eater,2007,14000,,United States of America,English
tt1106884,Cut/Print,2012,1000000,"Yale Productions, Orlando Entertainment",United States of America,English
tt3216846,666: Devilish Charm,2014,1000000,Rapid Heart Pictures,United States of America,English
tt0120417,The Unknown Cyclist,1998,2000000,Watermark Films,United States of America,"German, English"
tt0068425,The Cremators,1972,50000,Arista Productions Inc.,United States of America,English
tt1472192,The Mole Man of Belmont Avenue,2013,350000,,United States of America,English
tt1568910,Vlast (Power),2010,700000,,United States of America,English
tt4185538,Malacostraca,2018,40000,Tonight I'll Make It,United States of America,English
tt0255575,Saturday Night Live: The Best of Dana Carvey,1999,2,Universal Television,United States of America,English
tt2151270,Jonah Lives,2015,3000000,LuGar Productions,United States of America,English
tt6386412,Larceny,1996,316,UCL Film Society,United Kingdom,English
tt2492344,Division 19,2017,1400000,"Gas Station 8, ITS Capital, Division 19","United States of America, United Kingdom",English
tt7656770,Babes with Blades,2018,250000,"Fearful Symmetry Productions, Sleepercell Productions, Madge Consultancy, Breaking Glass Pictures",United Kingdom,English
tt1995373,Mutant War,1988,60000,Cinevest Entertainment Group,United States of America,English
tt3407630,Dismembering Christmas,2015,25000,Slasher Studios,United States of America,English
tt11044354,Femalien: Cosmic Crush,2020,93000,Full Moon Features,United States of America,English
tt5893906,Diminuendo,2018,300000,"Flamboyance Films, Rebel 11, Faithless Films, LifeForm Productions",United States of America,English
tt5358128,Man,2017,100000,,United States of America,English
tt3475058,The House of Him,2014,1650,,United Kingdom,English
tt0192528,Heaven & Hell,2018,5000000,SP Sales Worldwide,United States of America,English
tt8012820,The Flatwoods Monster: A Legacy of Fear,2018,8000,Small Town Monsters,United States of America,English
tt3502802,Evidence of a Haunting,2010,25000,Texas Moving Pictures,United States of America,"English, German"
tt1753967,Shame the Devil,2013,3000000,,United Kingdom,English
tt5783986,Turn Around,2016,4700,"Loste Films, D&O Studios",United States of America,English
tt3247954,Grave Shivers,2015,13,Sims Films,United States of America,English
tt2721624,What Separates Us,2016,200000,"Interwoven Studios, Running Bear Media",United States of America,English
tt0073646,Russian Roulette,1975,1250000,"Bulldog, ITC Entertainment","United Kingdom, Canada",English
tt4417402,'85: The Greatest Team in Pro Football History,2016,650000,Chila Productions,United States of America,English
tt2290113,Along the Roadside,2013,250,Metakwon Filmworks,United States of America,English
tt3142428,The Perfect Host: A Southern Gothic Tale,2018,107000,Fabled Motion Pictures,"New Zealand, United States of America",English
tt4231686,Trouser Bar,2016,60,Pathétique Films,United Kingdom,English
tt1705030,Eric Clapton's Crossroads Guitar Festival 2010,2010,100000,Parallel 28 Equipe,United States of America,English
tt0122710,Shopping for Fangs,1997,100000,"De/Center Communications Inc., Vanguard Cinema, Margin Films",United States of America,English
tt0205297,The Nuttiest Nutcracker,1999,84000,"Columbia TriStar Home Entertainment, Dan Krech Productions",United States of America,English
tt6424188,Betsy,2018,10000,"concept media, Cyfuno Ventures, Dopest Shit Ever, Head On A Stick Productions, TheBlood-Shed",United States of America,English
tt9460386,Transference: A Bipolar Love Story,2020,400000,"Contro vento Films, Mental Ideas, AMG Media",United Kingdom,English
tt2330380,Specter,2014,1300,"Mistik Jade Films, Ocean House Productions",United States of America,English
tt2525450,Badass Showdown,2013,1000000,Rapid Heart Pictures,United States of America,English
tt7334352,The Secret Garden,2017,1400000,Dogwood Motion Picture Company,United States of America,English
tt7122106,Bob the Drag Queen: Suspiciously Large Woman,2017,50000,The Only Productions,United States of America,English
tt4042326,Angels with Tethered Wings,2015,25000,"Babaloo Studios, Lime Street Entertainment",United States of America,English
tt2536086,Quarantine L.A.,2016,1200000,Magic Elevator,United States of America,English
tt3280730,Moshi Monsters: The Movie,2013,1849089,"Spider Eye Productions, Moshi",United Kingdom,English
tt0140697,Witchcraft X: Mistress of the Craft,1999,15,Armadillo Films,United Kingdom,English
tt6065246,Kinky,2018,3500000,"Nu-Lite Entertainment, Patriot Pictures",United States of America,English
tt0285891,Personal Problems,1980,40000,,United States of America,English
tt1871257,Default,2014,750000,Default PIctures,United States of America,English
tt5176186,Underwater,2015,11870,Lightfarm,United Kingdom,English
tt3707284,Face of Evil,2016,200000,V-Movie,United States of America,English
tt9866708,Wild Karnataka,2019,67000,Icon Films,"India, United Kingdom",English
tt9749130,Together,2019,30000,Saguaro Pictures,United States of America,English
tt4469850,Arlo: The Burping Pig,2016,1000000,"Switzer Entertainment Group, Dawn's Light, Safier Entertainment, Woodhaven Production Company, Hollywood Media Bridge",United States of America,English
tt2651352,Ratpocalypse,2015,3000000,"UV Studio, Toy Gun Films, Galaxy Vision","Russia, United States of America","Russian, English"
tt2805814,Other People's Children,2015,700,OPC Film,United States of America,English
tt6386204,CTRL Z,2017,8000,"Frantic Films, Trifecta Films","United Kingdom, United States of America",English
tt1482457,The Dead Ones,2020,600000,,United States of America,English
tt0328400,A Separate Peace,2004,4600000,"Punch 21 Productions, CubaSugar Entertainment","Canada, United States of America","English, German"
tt0203289,American Desi,2001,250000,,"United States of America, India",English
tt0366347,Mega Scorpions,2003,150000,"Shadow Entertainment, Tempe Entertainment",United States of America,English
tt0494260,Miracle Dogs Too,2006,600000,"Animal Film LLC, Tag Entertainment",United States of America,English
tt1645074,Four,2011,500000,Oh My! Productions,United Kingdom,English
tt0119220,Gravesend,1997,65000,"Manga Entertainment, Palm Pictures",United States of America,English
tt1786497,Kingdom of Gladiators,2011,3000000,"WonderPhil Productions, Claang Entertainment","Italy, United States of America",English
tt1784332,Agents of Secret Stuff,2010,25000,"Wong Fu Productions, HigaTV, Ryan Higa Production Company",United States of America,English
tt0372346,Iowa,2005,2000000,Full Fathom 5,United States of America,English
tt0119550,Little Ghost,1997,1,"Castel Film, Full Moon Entertainment","Romania, United States of America",English
tt1032889,Honeymoon,1998,60000,Static Productions,United States of America,English
tt0830199,Romeo & Juliet: Sealed with a Kiss,2006,2000000,,United States of America,English
tt0356561,Duck! The Carbine High Massacre,1999,5000,"Factory 2000, THR Productions",United States of America,English
tt0933342,Kinky Killers,2007,2500000,,United States of America,English
tt0281938,Joe and Max,2002,8000000,,"United States of America, Germany","English, Italian, German"
tt13156344,Let's Eat,2020,33000,Anamon Studios,United States of America,English
tt0301165,Dead & Rotting,2002,40000,"Tempe Entertainment, Shadow Entertainment",United States of America,English
tt0802956,Bryan Loves You,2008,1000000,Landau Motion Pictures,United States of America,English
tt0114959,Witchcraft 8: Salem's Ghost,1996,48000,Vista Street Entertainment,United States of America,English
tt0253700,Sideshow,2000,120000,Full Moon Pictures,United States of America,English
tt0244307,Witchouse II: Blood Coven,1999,120000,"Full Moon Pictures, Tana2000 Productions",United States of America,English
tt0462220,Camp Daze,2005,100000,Screamkings Productions,United States of America,English
tt0402577,WMD: Weapons of Mass Deception,2004,200000,Globalvision,United States of America,English
tt1093355,Buzzkill,2012,1000000,Buzz Kill,United States of America,English
tt11847606,Honey Girls,2021,7500000,,United States of America,English
tt4354312,Megaconda,2010,200000,Retromedia Entertainment,United States of America,English
tt0475420,The Untold Story of Emmett Louis Till,2005,204956,,United States of America,English
tt0834906,Dead Boyz Don't Scream,2006,100000,,United States of America,English
tt1111831,Stash,2007,20000,,United States of America,English
tt0108320,There Goes My Baby,1994,10500000,Nelson Entertainment,United States of America,English
tt0106464,Bopha!,1993,12000000,,United States of America,"Afrikaans, English"
tt0161942,Revelation,1999,1500000,Jack Van Impe Ministries,"Canada, United States of America",English
tt1510983,Heathens and Thieves,2012,1200000,Orofino,United States of America,English
tt1349480,Bad Cop,2009,1000000,,United States of America,English
tt1235836,Journey to Mecca,2009,13,"Eagle Vision Media Group, SK Films, Cosmic Picture, Desert Door Productions, Dounia Productions","Canada, United States of America","Arabic, English"
tt0120244,Sunday,1997,450,"Sunday Productions, Goatworks Films, Ocelot Films Inc.",United States of America,English
tt1568798,15 Till Midnight,2010,200000,Rotten Apple Productions,United States of America,English
tt0220029,Second Glance,1992,10,Christiano Film Group,United States of America,English
tt0844489,West 32nd,2007,2500000,,"United States of America, South Korea","English, Korean"
tt2072979,God's Country,2012,1000000,,United States of America,English
tt1686902,Monsters in the Woods,2012,30000,"Gas Money Pictures, Zapruter Productions, Al Gomez Productions",United States of America,English
tt1461387,Amanda,2009,200000,Adrenaline Motion Pictures,United States of America,English
tt11812720,Wet Willy,2020,15000,Scissor Films,United States of America,English
tt1048146,Black Friday,2007,750000,Larry Levinson Productions,United States of America,"English, German"
tt13793884,Outlier,2021,50000,Strayer Pictures,United States of America,English
tt1237900,"Lord, Save Us from Your Followers",2008,980000,"Big Finish Media, Lightning Strikes Entertainment, Zaccheus Film Group",United States of America,English
tt1242449,The Origin of Stitch,2005,100000,"Toonacious Family Entertainment, Walt Disney Home Video",United States of America,"French, English"
tt0995032,Bloodlines,2007,745000,"Second Nature Films, StoryTyme Entertainment",United States of America,English
tt1461395,She Wolf Rising,2016,400000,,United States of America,English
tt1377796,Such Hawks Such Hounds,2008,75000,,United States of America,English
tt0070795,A Thief in the Night,1972,60,Mark IV Pictures Incorporated,United States of America,English
tt1778346,The Last Vampire On Earth,2010,250000,"VersaceEntertainment, Echo Bridge Home Entertainment",United States of America,English
tt0861350,Header,2006,349999,Synapse Films,United States of America,English
tt0457286,Baby,2008,400000,Affiliated Entertainment,United States of America,English
tt0144178,Dreaming of Joseph Lees,1999,2000000,Fox Searchlight Pictures,"United Kingdom, United States of America",English
tt1572154,Kinyarwanda,2011,400000,,"France, Rwanda, United States of America","Kinyarwanda, English"
tt2137351,The Bitter Buddha,2012,250000,"There Will Be Trivia, Cheremoya Films",United States of America,English
tt15509560,The Last Mountain,2022,650000,"Dorothy St Pictures, Globus Pictures, Uppercut Films",United Kingdom,English
tt0156417,Cold Hearts,1999,900000,"How Bad Do You Want It? Inc., Shifty'z WorldWide Entertainment Inc.",United States of America,English
tt0815250,One Day Like Rain,2007,500000,Life on Mars Productions,United States of America,English
tt1051253,The Portal,2010,3500000,"Rojak Films, Tiger Entertainment",United States of America,English
tt4320548,OG: The Harry Jumonji Story,2017,100000,"Bow + Arrow Entertainment, Know Wave",United States of America,"English, Portuguese"
tt0462409,Bunny Whipped,2007,900000,"Washington Street Productions, thinkfilm, Buddha-Cowboy Productions",United States of America,English
tt0107764,Ozone,1994,3500,Suburban Tempe Company,United States of America,English
tt1720198,Porkchop,2010,3000,,United States of America,English
tt0282410,Chance,2002,75000,,United States of America,English
tt0067029,Dusty and Sweets McGee,1971,142000,,United States of America,English
tt0422029,Crutch,2004,420000,HP Productions LLC,United States of America,English
tt1190537,Bloodline,2008,1500000,1244 FILMS,United States of America,"English, French"
tt1139662,Hope & Redemption: The Lena Baker Story,2008,2500000,"Schuster's Cash, Laughing Crow Entertainment",United States of America,English
tt0269629,No Maps for These Territories,2000,250000,,"United States of America, United Kingdom",English
tt1326945,Kicking the Dog,2009,72000,Jackbird Productions,United States of America,English
tt1354543,Fetus,2008,10000,Morbid Vision Films,United States of America,English
tt0070727,Stacey,1973,100000,Penn-Pacific Corporation,United States of America,English
tt2411516,Prometheus Trap,2012,560000,Pandora Machine,United States of America,English
tt0119457,Kicked in the Head,1997,4000000,"October Films, De Fina-Cappa, CBS Fox Video",United States of America,English
tt1714828,Beauty and the Least,2012,200000,"StoryLand Entertainment, Signal Films",United States of America,English
tt0923722,Hogzilla,2014,1000000,,United States of America,English
tt1514048,Loving the Bad Man,2012,560000,,United States of America,English
tt8686136,Bad Ben: The Mandela Effect,2018,300,Bach Productions,United States of America,English
tt0114122,Pharaoh's Army,1995,50,"Cicada Films, Kentucky Educational Television, NEA, Sinkhole Productions Inc., TMF Metro, ITVS",United States of America,"English, Spanish"
tt0112839,Decoy,1995,4000000,"Minds Eye Entertainment, F.Y.D.O.E. Films, Floyd Group",United States of America,English
tt0762148,Christmas Is Here Again,2007,1000000,"Renegade Animation, Easy To Dream Entertainment",United States of America,English
tt12058616,Egg,2020,12000,,United States of America,English
tt0463310,Family Portraits: A Trilogy of America,2006,200000,Voice in the Head Productions,United States of America,English
tt1260052,Isle of the Damned,2008,20000,Dire Wit Films,United States of America,English
tt3983902,House by the Lake,2017,300000,Anvil Entertainment,United States of America,English
tt1465513,The Italian Key,2011,1800000,,"Finland, United States of America, Italy, United Kingdom",English
tt1172065,Zombie Farm,2009,750000,Paradigm Pictures,United States of America,English
tt0069988,A Doll's House,1973,900000,"World Film Services, Les Films La Boétie","France, United Kingdom",English
tt1186797,Darker Secrets: Sideline Secrets II,2008,18000,"Ariztical Entertainment, In the Pink Productions, Lime Street Entertainment",United States of America,English
tt3699572,On the Brain,2016,10,,United States of America,"English, Russian"
tt1588898,Yellow,2012,7000000,,United States of America,English
tt0439814,A Slice of Terror,2004,950000,Richard Anthony Films,United States of America,English
tt3946960,Chapter & Verse,2017,4000000,"The Harlem Film Company, The Bubble Factory",United States of America,English
tt3625970,Dark Dungeons,2014,1000,Zombie Orpheus Entertainment,United States of America,English
tt1645126,Panman,2011,10000,,United States of America,English
tt2047890,WWJD II: The Woodcarver,2012,3000000,NGN Productions,"Canada, United States of America",English
tt0499580,Though None Go With Me,2006,2500000,Alpine Medien Productions,United States of America,English
tt1015158,The Books of John,2007,20000,Gypsy Lar Productions,United States of America,English
tt0849441,Ghost Town: The Movie,2008,500,Collective Development,United States of America,English
tt0241183,Angels Don't Sleep Here,2002,3500000,Silverline Pictures,United States of America,English
tt4631048,The Texture of Falling,2018,200,,United States of America,English
tt0976029,DarkPlace,2007,2000000,,United States of America,English
tt6034454,CarousHELL,2016,15000,,United States of America,English
tt1049412,The Singularity Is Near,2010,5000000,"Fighting Ant Productions, Cometstone Pictures, Exponential Films",United States of America,English
tt2145903,The Cohasset Snuff Film,2012,50000,an Anti-Hero Production,United States of America,English
tt1130089,Legends of Flight,2010,3000000,"K2 Communications, Stephen Low Productions",United States of America,"English, Italian"
tt5540622,Alexander IRL,2017,500000,YouTube Red,United States of America,English
tt2349643,A Man Called Nereus,2012,60000,,"United States of America, Mexico","English, Spanish"
tt2870306,Al Madrigal: Why is the Rabbit Crying?,2013,250000,"Comedy Central, Pupcake Productions",United States of America,English
tt6323264,Psychotic!,2016,50000,"Destruction Inc Films, Terror Films",United States of America,English
tt1887676,"Battle: New York, Day 2",2011,150000,,United States of America,English
tt1627926,Night Of The Pumpkin,2010,4000,Bill Zebub Productions,United States of America,English
tt0465472,The Gerson Miracle,2004,100,,United States of America,English
tt14508380,Don't Let Her In,2021,125000,Full Moon Features,United States of America,English
tt6801580,A Wish for Giants,2018,25000,Spruce Films,United States of America,English
tt4443974,Aux,2018,4000000,Evolutionary Films,United Kingdom,English
tt0140614,They Bite,1996,130000,,United States of America,English
tt0444648,Punk Love,2006,1910000,Blondie Production,"Italy, United States of America",English
tt0435609,Boxers and Ballerinas,2004,85000,,"Panama, United States of America","English, Spanish"
tt0092531,Alien Private Eye,1989,100000,Forthright Productions Partners,United States of America,English
tt4265768,Every Witch Way: Spellbound,2014,25000,Nickelodeon Productions,United States of America,English
tt9476430,The Manson Brothers: Midnight Zombie Massacre,2021,1800000,Mona Vista Productions,United States of America,English
tt10132048,Blink of an Eye,2019,201874,,United States of America,English
tt5488974,Spree,2015,1500,Monarch Motion Pictures,United States of America,English
tt8478026,Made Public,2019,23000,Something Wilde Productions,United States of America,English
tt1526610,New Low,2010,2000,,United States of America,English
tt3174226,3 Wicked Witches,2014,1000000,Rapid Heart Pictures,United States of America,English
tt8147680,Karen Doesn't Dream,2018,50000,PSU Television,United States of America,English
tt2270372,The Control Group,2014,1000000,,United States of America,English
tt8591526,Fremont,2023,3000000,"Butimar Productions, Extra A Productions, Blue Morning Pictures",United States of America,"Cantonese, Mandarin, English, Faroese"
tt0439532,Dead End Road,2004,100000,,United States of America,English
tt0228196,Death Collector,1988,130000,,United States of America,English
tt3072636,The Past Is a Grotesque Animal,2014,100,"Wrecking Crew, Polyvinyl Records, Shrine, Oscilloscope",United States of America,English
tt0144637,Tequila Body Shots,1999,1700000,"Lions Gate Films, Heartland Films",United States of America,English
tt5201246,No Regrets,2016,1000000,RLJ Entertainment,United States of America,English
tt14336088,Nobody Will Believe You,2021,87,"Sunshine Films, Reel One Entertainment","Canada, United States of America",English
tt5918632,Butcher the Bakers,2017,15000,Hometown Hero Productions,United States of America,English
