tconst,title,release_year,genres,adjusted_budget,adjusted_domestic_gross,director_ids,director_names,production_companies,production_countries,spoken_languages
tt1726592,before i go to sleep,2014,"Drama,Mystery,Thriller",29221799.746514574,4306837.688212927,nm0423626,rowan joffe,"StudioCanal, Scott Free Productions, Clarius Entertainment, Filmgate Films, Millennium Media, Film i Väst","France, Sweden, United Kingdom, United States of America",English
tt0102138,jfk,1991,"Drama,History,Thriller",92334801.76211454,162521942.5198238,nm0000231,oliver stone,"Ixtlan Productions, Warner Bros. Pictures, Canal+, Regency Enterprises, Alcor Films, Camelot Pictures","France, United States of America","English, Spanish"
tt0455407,the crazies,2010,Horror,28830811.554332875,56398241.089408524,nm0252135,breck eisner,"Penn Station Entertainment, Participant, Overture Films, Imagenation Abu Dhabi FZ, Paramount Vantage","United Arab Emirates, United States of America",English
tt0299172,home on the range,2004,"Adventure,Animation,Comedy",183080995.23557436,83262495.41132875,"nm0278181,nm0998551","will finn,john sanford",Walt Disney Pictures,United States of America,"Mandarin, English"
tt0093822,raising arizona,1987,"Comedy,Crime",16605633.802816901,63231485.91549296,"nm0001054,nm0001053","joel coen,ethan coen","Circle Films, 20th Century Fox",United States of America,English
tt1228987,let me in,2010,"Drama,Fantasy,Horror",28830811.554332875,17493001.21045392,nm0716257,matt reeves,"Hammer Film Productions, EFTI, Overture Films, Exclusive Media","United Kingdom, United States of America",English
tt9071322,dark waters,2019,"Biography,Drama,History",24591317.950723503,13692549.11849824,nm0001331,todd haynes,"Participant, Killer Films, Focus Features, Amblin Partners, DreamWorks Pictures",United States of America,English
tt2531344,blockers,2018,"Comedy,Drama",26293906.810035843,75515468.05256869,nm0134224,kay cannon,"Hurwitz & Schlossberg Productions, Good Universe, DMG Entertainment, Point Grey Pictures, Universal Pictures, dentsu","China, Japan, United States of America",English
tt8359848,climax,2018,"Drama,Horror,Music",3681719.158900836,1023382.642771804,nm0637615,gaspar noé,"Wild Bunch, Rectangle Productions, ARTE France Cinéma, VOO, Vice Studios, Eskwad, KNM","Belgium, France, United States of America","English, French"
tt0364970,babylon ad,2008,"Action,Adventure,Sci-Fi",102220157.91918252,32904043.83093358,nm0440913,mathieu kassovitz,"Babylon, MNP Entreprise, StudioCanal, Babylon Films Limited, M6 Films, M6, CinéCinéma, Canal+, Dune Entertainment, 20th Century Fox","France, United Kingdom, United States of America","English, Russian"
tt0498380,letters from iwo jima,2006,"Action,Adventure,Drama",29630952.38095238,21452937.404761907,nm0000142,clint eastwood,"DreamWorks Pictures, Warner Bros. Pictures, Amblin Entertainment, Malpaso Productions","Japan, United States of America","English, Japanese"
tt7405458,a man called otto,2022,"Comedy,Drama",53706867.0994192,69032290.26580116,nm0286975,marc forster,"Playtone, SF Studios, Artistic Films, Columbia Pictures, 2DUX²","Sweden, United States of America","English, Spanish"
tt0277434,we were soldiers,2002,"Action,Drama,History",131072818.23235129,136525790.00778207,nm0908824,randall wallace,"Wheelhouse Entertainment, Icon Entertainment International, Motion Picture Production GmbH & Co. Erste KG","Germany, United States of America","English, Vietnamese, French"
tt0808510,tooth fairy,2010,"Comedy,Family,Fantasy",69193947.7303989,86524517.59009628,nm0501185,michael lembeck,"Dune Entertainment, Dune Entertainment III, Walden Media, Mayhem Pictures, 20th Century Fox, Blumhouse Productions","Canada, United States of America",English
tt0289992,the life of david gale,2003,"Crime,Drama,Mystery",85434782.60869564,33652137.19565217,nm0000570,alan parker,"Mikona Productions, Universal Pictures, Intermedia Films, Saturn Films, Dirty Hands Productions","Germany, United Kingdom, United States of America","English, Spanish"
tt0106677,dazed and confused,1993,Comedy,150128719.7231834,17981502.04567474,nm0000500,richard linklater,"Gramercy Pictures, Alphaville Productions",United States of America,English
tt0106611,cool runnings,1993,"Adventure,Comedy,Family",30460899.653979238,149815979.84221452,nm0005509,jon turteltaub,Walt Disney Pictures,United States of America,"English, French, German, Russian"
tt0338094,the haunted mansion,2003,"Comedy,Family,Fantasy",153782608.69565216,129549876.70434782,nm0591450,rob minkoff,"Doom Buggy Productions, Walt Disney Pictures, Gunn Films",United States of America,English
tt0216216,the th day,2000,"Action,Mystery,Sci-Fi",149714285.71428573,63069335.62369338,nm0006854,roger spottiswoode,Phoenix Pictures,United States of America,English
tt5690360,slender man,2018,"Horror,Mystery,Thriller",12520908.004778972,38269936.200716846,nm1234893,sylvain white,"Madhouse Entertainment, Mythology Entertainment, Screen Gems",United States of America,English
tt0780653,the wolfman,2010,"Drama,Fantasy,Horror",216231086.65749654,89649241.30949105,nm0002653,joe johnston,"Universal Pictures, Relativity Media, Stuber Productions",United States of America,English
tt15679400,knock at the cabin,2023,"Horror,Mystery,Thriller",20636691.82802757,36524860.22973417,nm0796117,m. night shyamalan,"Blinding Edge Pictures, Universal Pictures, FilmNation Entertainment, Wishmore, dentsu","Japan, United States of America",English
tt0087277,footloose,1984,"Drama,Music,Romance",24813089.509143405,242078922.04042345,nm0006889,herbert ross,"Paramount, IndieProd Company Productions, Phoenix Pictures",United States of America,English
tt1179034,from paris with love,2010,"Action,Crime,Thriller",74960110.04126547,34708588.027510315,nm0603628,pierre morel,"M6, M6 Films, TPS Star, Grive Productions, EuropaCorp, Apipoulaï, W9, Canal+","United Kingdom, France","German, English, French, Mandarin"
tt0480687,hall pass,2011,"Comedy,Romance",50326367.274344146,62992862.47043129,"nm0125803,nm0268380","bobby farrelly,peter farrelly","New Line Cinema, Conundrum Entertainment",United States of America,English
tt0137494,entrapment,1999,"Action,Crime,Romance",124552220.88835533,165517438.78991595,nm0000750,jon amiel,"Fountainbridge Films, Regency Enterprises","United Kingdom, United States of America",English
tt1078940,couples retreat,2009,Comedy,102601398.60139859,160066477.87412587,nm0082526,peter billingsley,"Stuber Productions, Universal Pictures, Relativity Media, Wild West Picture Show Productions",United States of America,English
tt1321511,oldboy,2013,"Action,Drama,Mystery",40480686.695278965,2960026.073819742,nm0000490,spike lee,"40 Acres and a Mule Filmworks, Vertigo Entertainment, Good Universe, OB Productions, FilmDistrict, Mandate International",United States of America,English
tt0163187,runaway bride,1999,"Comedy,Romance",132100840.33613445,287333498.37695074,nm0005190,garry marshall,"Lakeshore Entertainment, Paramount, Touchstone Pictures, Interscope Communications",United States of America,English
tt0327850,the rundown,2003,"Action,Adventure,Comedy",145239130.4347826,81405239.12608695,nm0000916,peter berg,"Columbia Pictures, Universal Pictures, WWE Studios, Misher Films, Strike Entertainment, IM3 Entertainment",United States of America,"Portuguese, English"
tt0106918,the firm,1993,"Drama,Mystery,Thriller",91382698.96193771,344514715.88096887,nm0001628,sydney pollack,"Mirage Enterprises, Paramount, Davis Entertainment",United States of America,English
tt0450232,blocks,2006,"Action,Drama,Thriller",85773809.52380952,57538850.8452381,nm0001149,richard donner,"Alcon Entertainment, Cheyenne Enterprises, Equity Pictures Medienfonds GmbH & Co. KG III, 16 Block Productions, The Donners' Company, Millennium Media, Nu Image, ContentFilm, Emmett/Furla/Oasis Films (EFO Films)","Germany, United States of America",English
tt0134273,mm,1999,"Crime,Drama,Mystery",75486194.47779112,68774418.75630252,nm0001708,joel schumacher,"Global Medien KG, Hofflund/Polone, Columbia Pictures","Germany, United States of America",English
tt1206543,out of the furnace,2013,"Action,Crime,Drama",29685836.90987124,15289351.612017166,nm0178376,scott cooper,"Energy Entertainment, Appian Way, Relativity Media, Scott Free Productions, Red Granite Pictures","United Kingdom, United States of America",English
tt0852713,the house bunny,2008,Comedy,36507199.256850906,70440478.87412912,nm0937748,fred wolf,"Alta Loma Entertainment, Columbia Pictures, Relativity Media, Happy Madison Productions",United States of America,English
tt0146882,high fidelity,2000,"Comedy,Drama,Music",54773519.16376307,49802009.825783975,nm0001241,stephen frears,"Buena Vista Pictures, Touchstone Pictures, Working Title Films, Dogstar Films, New Crime Productions","United Kingdom, United States of America","Danish, English"
tt0350258,ray,2004,"Biography,Drama,Music",66574907.35839068,125337241.0164108,nm0000431,taylor hackford,"Bristol Bay Productions, Universal Pictures, Anvil Films, Baldwin Entertainment Group",United States of America,English
tt8688634,bridges,2019,"Action,Adventure,Crime",40575674.618693784,35091511.93116934,nm1047532,brian kirk,"AGBO, MWM Studios, Huayi Brothers Pictures, Universal Pictures",United States of America,English
tt0421239,red eye,2005,Thriller,41855606.75883256,93196020.8049155,nm0000127,wes craven,"DreamWorks Pictures, Craven-Maddalena Films, BenderSpink",United States of America,"Russian, English"
tt4971344,the sisters brothers,2018,"Drama,Western",47579450.418160096,3935391.5029868577,nm0002191,jacques audiard,"Why Not Productions, Mobra Films, Annapurna Pictures, Michael De Luca Productions, Top Drawer Entertainment, Page 114, France 2 Cinéma, France 3 Cinéma, UGC, KNM, Les Films du Fleuve, Focus Features, Canal+, OCS, Atresmedia, Movistar+, France Télévisions, Wallimage, Casa Kafka Pictures, Insiders MadRiver, Apaches Entertainment","Belgium, France, Romania, Spain, United States of America",English
tt3797868,the choice,2016,"Drama,Romance",13099999.999999998,24537467.21,nm0441839,ross katz,"Lionsgate, Nicholas Sparks Productions, The Safran Company, Good Universe",United States of America,English
tt0133751,the faculty,1998,"Horror,Mystery,Sci-Fi",28932515.337423313,77699853.51165643,nm0001675,robert rodriguez,Los Hooligans Productions,United States of America,English
tt1053424,repo men,2010,"Action,Sci-Fi,Thriller",46129298.4869326,20097968.82530949,nm0764601,miguel sapochnik,"Relativity Media, Stuber Productions, Universal Pictures, dentsu","Canada, United States of America",English
tt0112461,the basketball diaries,1995,"Biography,Crime,Drama",4125984.251968504,4912163.732283465,nm0436284,scott kalvert,"New Line Cinema, Island Pictures",United States of America,English
tt0473705,state of play,2009,"Crime,Drama,Mystery",87944055.94405593,54258485.090909086,nm0531817,kevin macdonald,"Andell Entertainment, Universal Pictures, Working Title Films, StudioCanal, Relativity Media","France, United Kingdom, United States of America","English, Cantonese"
tt0101507,boyz n the hood,1991,"Crime,Drama",15004405.286343614,129707529.76211455,nm0005436,john singleton,Columbia Pictures,United States of America,English
tt0290095,the tuxedo,2002,"Action,Comedy,Sci-Fi",104858254.58588104,88405994.4413563,nm1019493,kevin donovan,"Vanguard Films, Parkes+MacDonald Image Nation, Blue Train Productions, DreamWorks Pictures",United States of America,"Cantonese, English"
tt2649554,midnight special,2016,"Drama,Mystery,Sci-Fi",23579999.999999996,4863089.419999999,nm2158772,jeff nichols,"Faliro House Productions, Tri-State Pictures, Warner Bros. Pictures, RatPac Entertainment, FilmNation Entertainment","Greece, United States of America",English
tt0397078,just my luck,2006,"Comedy,Fantasy,Romance",43666666.666666664,27021323.214285716,nm0677953,donald petrie,"New Regency Pictures, Regency Enterprises, Cheyenne Enterprises, 20th Century Fox",United States of America,English
tt1418377,i frankenstein,2014,"Action,Fantasy,Sci-Fi",86337135.61470215,25337013.84030418,nm0064181,stuart beattie,"Lionsgate, Lakeshore Entertainment, Sidney Kimmel Entertainment, Hopscotch Features","Australia, United States of America",English
tt0085333,christine,1983,"Horror,Thriller",30619277.10843374,66920481.927710846,nm0000118,john carpenter,"Columbia Pictures, Polar Film",United States of America,English
tt2980592,the guest,2014,"Action,Mystery,Thriller",6641318.124207858,491339.3257287706,nm1417392,adam wingard,"HanWay Films, Snoot Entertainment",United States of America,English
tt0096446,willow,1988,"Action,Adventure,Drama",93017751.47928993,152203253.82248518,nm0000165,ron howard,"Lucasfilm Ltd., Metro-Goldwyn-Mayer, Imagine Entertainment",United States of America,English
tt0252076,maid in manhattan,2002,"Comedy,Drama,Romance",96120066.70372428,164160658.7126181,nm0911061,wayne wang,Red Om Films,United States of America,"English, French"
tt14208870,the fabelmans,2022,Drama,42965493.67953536,18635149.668602664,nm0000229,steven spielberg,"Amblin Entertainment, Reliance Entertainment",United States of America,English
tt0286499,bend it like beckham,2002,"Comedy,Drama,Romance",6117009.391884379,56874154.33907726,nm0149446,gurinder chadha,"Kintop Pictures, Bend It Films, Roc Media, Road Movies","Germany, United Kingdom, United States of America","English, Punjabi"
tt1433108,faster,2010,"Action,Crime,Drama",34596973.86519945,33501431.856946357,nm0863387,george tillman jr.,"Castle Rock Entertainment, State Street Pictures",United States of America,English
tt0337921,cellular,2004,"Action,Crime,Thriller",41609317.09899417,53265950.91582848,nm0254786,david r. ellis,Electric Entertainment,United States of America,English
tt0889573,the switch,2010,"Comedy,Drama,Romance",27389270.97661623,40014953.67262723,"nm0330347,nm0817447","josh gordon,will speck","Mandate Pictures, Bona Fide Productions, Echo Films, Miramax, Mandate International, Baster Productions",United States of America,English
