name,domestic_gross,num_movies,avg_gross
Linda Fiorentino,"$62,287,561",4,"$15,571,890"
Cécile de France,"$62,253,212",8,"$7,781,652"
Maggie Cheung,"$62,184,175",5,"$12,436,835"
Raquel Welch,"$62,149,404",5,"$12,429,881"
Ryunosuke Kamiki,"$62,144,850",2,"$31,072,425"
Kylie Rogers,"$61,908,526",3,"$20,636,175"
Lee Evans,"$61,894,591",2,"$30,947,296"
James Mason,"$61,880,823",7,"$8,840,118"
Rob Brown,"$61,562,029",2,"$30,781,015"
Mel Rodriguez,"$61,555,145",2,"$30,777,573"
Isabela Merced,"$61,533,321",4,"$15,383,330"
Israel Broussard,"$61,529,577",2,"$30,764,789"
Adrienne King,"$61,477,377",2,"$30,738,689"
Chloe Bennet,"$61,472,395",3,"$20,490,798"
Christie Brinkley,"$61,400,000",1,"$61,400,000"
Shaquille O'Neal,"$61,350,454",2,"$30,675,227"
Christopher Lambert,"$61,126,704",10,"$6,112,670"
Mireille Enos,"$60,983,361",3,"$20,327,787"
Matthew Modine,"$60,885,786",11,"$5,535,071"
Rica Matsumoto,"$60,799,051",2,"$30,399,526"
Ikue Ōtani,"$60,799,051",2,"$30,399,526"
Tenzing Norgay Trainor,"$60,761,390",1,"$60,761,390"
Albert Tsai,"$60,761,390",1,"$60,761,390"
Joseph Izzo,"$60,761,390",1,"$60,761,390"
Shane Harper,"$60,755,732",1,"$60,755,732"
Kevin Heffernan,"$60,686,695",5,"$12,137,339"
Wyatt Russell,"$60,620,995",7,"$8,660,142"
H.E.R.,"$60,619,191",1,"$60,619,191"
Fantasia Barrino,"$60,619,191",1,"$60,619,191"
Phylicia Pearl Mpasi,"$60,619,191",1,"$60,619,191"
Danielle Brooks,"$60,619,191",2,"$30,309,596"
Natalie Desselle Reid,"$60,592,022",2,"$30,296,011"
Mark Webber,"$60,373,935",8,"$7,546,742"
Gideon Adlon,"$60,311,495",4,"$15,077,874"
Sam Shepard,"$60,307,499",10,"$6,030,750"
Wes Studi,"$60,239,904",6,"$10,039,984"
Martine McCutcheon,"$60,235,426",1,"$60,235,426"
Essence Atkins,"$60,210,921",4,"$15,052,730"
Sean Bean,"$60,120,816",11,"$5,465,529"
Paul Rodriguez,"$60,085,001",3,"$20,028,334"
Brett Kelly,"$60,060,328",1,"$60,060,328"
Tony Cox,"$60,060,328",1,"$60,060,328"
Chase Ellison,"$60,028,656",2,"$30,014,328"
Destiny Grace Whitlock,"$60,022,256",1,"$60,022,256"
Elena Kampouris,"$60,015,188",6,"$10,002,531"
Nicolas D'Agosto,"$59,818,934",2,"$29,909,467"
Johnny Yong Bosch,"$59,702,923",5,"$11,940,585"
Diogo Morgado,"$59,700,064",2,"$29,850,032"
Gia Carides,"$59,695,259",2,"$29,847,630"
Louis Mandylor,"$59,689,605",7,"$8,527,086"
Bruce Gray,"$59,689,605",1,"$59,689,605"
Michael Constantine,"$59,689,605",1,"$59,689,605"
Lainie Kazan,"$59,689,605",1,"$59,689,605"
Joey Fatone,"$59,689,605",1,"$59,689,605"
Bess Meisler,"$59,689,605",1,"$59,689,605"
Omar Sy,"$59,620,136",9,"$6,624,460"
Tony Todd,"$59,530,321",14,"$4,252,166"
Faith Hill,"$59,475,623",1,"$59,475,623"
Abbi Jacobson,"$59,330,054",3,"$19,776,685"
Patricia Velasquez,"$59,209,974",2,"$29,604,987"
Geraldine Page,"$59,207,965",4,"$14,801,991"
Marcia Gay Harden,"$59,138,949",11,"$5,376,268"
Lance Kinsey,"$59,138,343",3,"$19,712,781"
Cary Grant,"$59,123,515",15,"$3,941,568"
Eva Gabor,"$59,000,000",2,"$29,500,000"
Jenna Elfman,"$58,997,208",3,"$19,665,736"
Richard Attenborough,"$58,958,004",6,"$9,826,334"
Steele Stebbins,"$58,884,188",1,"$58,884,188"
Marcia Strassman,"$58,662,452",1,"$58,662,452"
Keisha Castle-Hughes,"$58,415,516",5,"$11,683,103"
Dan Byrd,"$58,401,464",3,"$19,467,155"
Tyler Mane,"$58,269,151",2,"$29,134,576"
Jason Isaacs,"$58,221,759",9,"$6,469,084"
Kelly Rohrbach,"$58,060,186",1,"$58,060,186"
Ilfenesh Hadera,"$58,060,186",1,"$58,060,186"
Dexter Darden,"$58,032,443",2,"$29,016,222"
Laura Ramsey,"$57,919,265",6,"$9,653,211"
Ruby Barnhill,"$57,902,174",2,"$28,951,087"
Ruby Modine,"$57,822,080",4,"$14,455,520"
Peter Capaldi,"$57,693,723",3,"$19,231,241"
Tzi Ma,"$57,617,958",6,"$9,602,993"
Dale Midkiff,"$57,469,179",1,"$57,469,179"
Devon Sawa,"$57,403,496",9,"$6,378,166"
Tyler Labine,"$57,381,136",7,"$8,197,305"
Joanne Whalley,"$57,308,896",3,"$19,102,965"
Kevin Zegers,"$57,198,967",6,"$9,533,161"
Jun Kunimura,"$57,178,875",4,"$14,294,719"
John Huston,"$57,177,610",4,"$14,294,403"
Mara Wilson,"$57,174,767",3,"$19,058,256"
Barbara Hershey,"$57,063,915",2,"$28,531,958"
Deborah Ann Woll,"$57,002,353",4,"$14,250,588"
Nicholle Tom,"$56,979,478",2,"$28,489,739"
Christopher Castile,"$56,979,478",1,"$56,979,478"
Sarah Rose Karr,"$56,979,478",1,"$56,979,478"
Natascha McElhone,"$56,910,340",5,"$11,382,068"
Ciaran Hinds,"$56,875,263",7,"$8,125,038"
Neal McDonough,"$56,849,490",11,"$5,168,135"
Jonathan Rhys-Meyers,"$56,817,827",21,"$2,705,611"
Shelley Duvall,"$56,773,633",3,"$18,924,544"
Samantha Mumba,"$56,684,819",1,"$56,684,819"
Lanei Chapman,"$56,607,223",1,"$56,607,223"
Vince Vieluf,"$56,607,223",1,"$56,607,223"
Stacey Dash,"$56,598,476",3,"$18,866,159"
Nick Cannon,"$56,563,291",7,"$8,080,470"
Richard E. Grant,"$56,500,564",10,"$5,650,056"
Javon Walton,"$56,489,153",1,"$56,489,153"
Candace Carey,"$56,398,162",1,"$56,398,162"
Kat Dennings,"$56,356,753",6,"$9,392,792"
Ashley Bell,"$56,240,684",5,"$11,248,137"
Mackenzie Foy,"$56,170,064",3,"$18,723,355"
Jordin Sparks,"$56,162,078",3,"$18,720,693"
Peter Sallis,"$56,068,547",1,"$56,068,547"
Tucker Albrizzi,"$56,003,051",1,"$56,003,051"
Howard Hesseman,"$55,885,738",2,"$27,942,869"
Song Kang-ho,"$55,687,681",8,"$6,960,960"
Laura Clifton,"$55,683,845",1,"$55,683,845"
Charles Aitken,"$55,683,845",1,"$55,683,845"
Emily Barclay,"$55,675,313",2,"$27,837,657"
David Wenham,"$55,675,313",5,"$11,135,063"
Adrienne de Faria,"$55,675,313",1,"$55,675,313"
Michael Jai White,"$55,603,798",17,"$3,270,812"
Sean Young,"$55,602,270",6,"$9,267,045"
Parminder Nagra,"$55,457,126",3,"$18,485,709"
Sam Richardson,"$55,343,277",4,"$13,835,819"
Brooke Langton,"$55,334,793",2,"$27,667,397"
Jaime Pressly,"$55,226,095",3,"$18,408,698"
Usher,"$55,220,009",3,"$18,406,670"
Jay Mohr,"$55,208,281",6,"$9,201,380"
Kevin Dunn,"$55,143,823",1,"$55,143,823"
Gregory Smith,"$55,143,823",2,"$27,571,912"
Luke Bracey,"$55,094,442",12,"$4,591,204"
Zoe Kazan,"$55,007,756",11,"$5,000,705"
Misty Copeland,"$54,858,851",1,"$54,858,851"
Jayden Fowora-Knight,"$54,858,851",1,"$54,858,851"
Casper Van Dien,"$54,768,952",15,"$3,651,263"
Jonathan Brown,"$54,737,430",2,"$27,368,715"
Raymond Cruz,"$54,733,739",1,"$54,733,739"
Marisol Ramirez,"$54,733,739",1,"$54,733,739"
Oliver Cooper,"$54,731,865",2,"$27,365,933"
Lesley Ann Warren,"$54,623,656",6,"$9,103,943"
David Howard Thornton,"$54,593,331",2,"$27,296,666"
Jon Bon Jovi,"$54,579,638",2,"$27,289,819"
Seth Meyers,"$54,544,638",1,"$54,544,638"
Stefanie Scott,"$54,403,198",5,"$10,880,640"
Kate Walsh,"$54,331,654",6,"$9,055,276"
Chris Kattan,"$54,313,125",5,"$10,862,625"
Irrfan Khan,"$54,310,663",12,"$4,525,889"
Manish Dayal,"$54,235,441",2,"$27,117,721"
Nolan North,"$54,149,098",1,"$54,149,098"
Mitchell Whitfield,"$54,149,098",1,"$54,149,098"
Mikey Kelley,"$54,149,098",1,"$54,149,098"
Steve Lemme,"$54,111,413",4,"$13,527,853"
Paul Soter,"$54,111,413",4,"$13,527,853"
Jay Chandrasekhar,"$54,111,413",4,"$13,527,853"
Erik Stolhanske,"$54,111,413",4,"$13,527,853"
Laz Alonso,"$54,100,636",4,"$13,525,159"
Deon Cole,"$54,030,051",1,"$54,030,051"
Daoming Chen,"$54,029,747",2,"$27,014,874"
Dennis Farina,"$53,881,391",8,"$6,735,174"
Robbie Amell,"$53,783,751",6,"$8,963,959"
Josh Hamilton,"$53,718,337",3,"$17,906,112"
Vanessa Redgrave,"$53,706,268",16,"$3,356,642"
Kyra Sedgwick,"$53,642,127",9,"$5,960,236"
Joan Cusack,"$53,612,117",7,"$7,658,874"
Kel Mitchell,"$53,475,004",3,"$17,825,001"
Sun-Kyun Lee,"$53,420,529",5,"$10,684,106"
Cho Yeo-jeong,"$53,369,745",1,"$53,369,745"
Park So-dam,"$53,369,745",1,"$53,369,745"
Choi Woo-sik,"$53,369,745",3,"$17,789,915"
Rodney Perry,"$53,345,287",1,"$53,345,287"
Tamela Mann,"$53,345,287",1,"$53,345,287"
Shannon Kane,"$53,345,287",1,"$53,345,287"
David Mann,"$53,345,287",1,"$53,345,287"
Isaiah Mustafa,"$53,345,287",2,"$26,672,644"
Barry Pepper,"$53,303,046",7,"$7,614,721"
Mary-Louise Parker,"$53,302,829",6,"$8,883,805"
Fernanda Andrade,"$53,262,945",1,"$53,262,945"
Simon Quarterman,"$53,262,945",1,"$53,262,945"
Evan Helmuth,"$53,262,945",1,"$53,262,945"
Suzan Crowley,"$53,262,945",1,"$53,262,945"
James Van Der Beek,"$53,180,975",3,"$17,726,992"
Will Patton,"$53,118,871",3,"$17,706,290"
Christopher Egan,"$53,032,453",1,"$53,032,453"
Mario Van Peebles,"$52,922,416",7,"$7,560,345"
Eliel Swinton,"$52,894,169",1,"$52,894,169"
Max Martini,"$52,853,219",3,"$17,617,740"
Peter Ustinov,"$52,659,287",3,"$17,553,096"
George Hamilton,"$52,569,847",3,"$17,523,282"
Amy Irving,"$52,378,028",6,"$8,729,671"
Rob Riggle,"$52,364,643",7,"$7,480,663"
Jonah Meyerson,"$52,353,636",1,"$52,353,636"
Grant Rosenmeyer,"$52,353,636",3,"$17,451,212"
Alison Pill,"$52,350,785",6,"$8,725,131"
Jennifer Esposito,"$52,288,507",5,"$10,457,701"
Cole Hauser,"$52,113,280",8,"$6,514,160"
Anna Barlow,"$52,102,987",1,"$52,102,987"
DeVon Franklin,"$52,102,987",1,"$52,102,987"
Joel Courtney,"$52,102,987",7,"$7,443,284"
Mia Goth,"$51,959,406",6,"$8,659,901"
C.J. Adams,"$51,853,450",2,"$25,926,725"
Kenny Wormald,"$51,808,256",3,"$17,269,419"
Cornel Wilde,"$51,800,000",4,"$12,950,000"
Courtland Mead,"$51,764,950",1,"$51,764,950"
Jordan Warkol,"$51,764,950",1,"$51,764,950"
Sam Saletta,"$51,764,950",1,"$51,764,950"
Zachary Mabry,"$51,764,950",1,"$51,764,950"
Brittany Ashton Holmes,"$51,764,950",1,"$51,764,950"
Travis Tedford,"$51,764,950",1,"$51,764,950"
Ross Bagley,"$51,764,950",1,"$51,764,950"
Bug Hall,"$51,764,950",1,"$51,764,950"
Kevin Jamal Woods,"$51,764,950",1,"$51,764,950"
Josh O’Connor,"$51,737,290",6,"$8,622,882"
Jude Hill,"$51,722,282",2,"$25,861,141"
Carly Schroeder,"$51,707,528",2,"$25,853,764"
Patricia Heaton,"$51,657,592",3,"$17,219,197"
Jensen Ackles,"$51,545,952",4,"$12,886,488"
Frank Whaley,"$51,517,687",7,"$7,359,670"
Sidney Poitier,"$51,433,000",6,"$8,572,167"
Xzibit,"$51,386,611",1,"$51,386,611"
John Ritter,"$51,370,502",8,"$6,421,313"
D.C. Young Fly,"$51,328,729",5,"$10,265,746"
Andy Lau,"$51,227,088",16,"$3,201,693"
Eric Jacobson,"$51,178,893",1,"$51,178,893"
Yvonne Strahovski,"$51,024,708",4,"$12,756,177"
Kelly Reilly,"$51,003,628",7,"$7,286,233"
Jacob Latimore,"$50,976,450",5,"$10,195,290"
Rudy Youngblood,"$50,866,635",1,"$50,866,635"
Isaac Hempstead-Wright,"$50,837,305",1,"$50,837,305"
Kathy Najimy,"$50,737,050",3,"$16,912,350"
Darren McGavin,"$50,640,209",4,"$12,660,052"
Sarah Wayne Callies,"$50,602,536",2,"$25,301,268"
Robert Sheehan,"$50,567,207",10,"$5,056,721"
Jami Gertz,"$50,554,208",5,"$10,110,842"
Jamie Blackley,"$50,474,843",2,"$25,237,422"
Andrew Barth Feldman,"$50,452,282",2,"$25,226,141"
Jennifer Saunders,"$50,402,259",2,"$25,201,130"
Tom Noonan,"$50,340,616",2,"$25,170,308"
Bing Crosby,"$50,300,094",8,"$6,287,512"
Donnie Wahlberg,"$50,259,858",2,"$25,129,929"
Tuppence Middleton,"$50,145,307",5,"$10,029,061"
Riley Keough,"$50,077,720",16,"$3,129,858"
Jennifer Tilly,"$50,041,039",2,"$25,020,520"
Roseanne,"$50,026,353",1,"$50,026,353"
Robert Prosky,"$50,016,394",1,"$50,016,394"
Frank McRae,"$50,016,394",1,"$50,016,394"
Mercedes Ruehl,"$50,016,394",2,"$25,008,197"
Stephen ‘Twitch’ Boss,"$49,979,061",2,"$24,989,531"
Misha Gabriel,"$49,979,061",2,"$24,989,531"
Sam Heughan,"$49,961,022",5,"$9,992,204"
Don Knotts,"$49,916,500",4,"$12,479,125"
Tim Conway,"$49,916,500",4,"$12,479,125"
Tristan Wilds,"$49,876,377",1,"$49,876,377"
Marcus T. Paulk,"$49,876,377",1,"$49,876,377"
Evan Rachel Wood,"$49,795,172",17,"$2,929,128"
Stephen Baldwin,"$49,630,343",7,"$7,090,049"
Olivia Colman,"$49,608,090",14,"$3,543,435"
Lorraine Bracco,"$49,600,217",4,"$12,400,054"
Rose McGowan,"$49,523,301",7,"$7,074,757"
Daphne Zuniga,"$49,465,669",3,"$16,488,556"
Dana Hill,"$49,400,000",1,"$49,400,000"
Jason Lively,"$49,400,000",1,"$49,400,000"
Ray Bolger,"$49,355,642",3,"$16,451,881"
Elisha Cuthbert,"$49,341,044",5,"$9,868,209"
Devon Bostick,"$49,302,906",5,"$9,860,581"
Dominic West,"$49,132,672",6,"$8,188,779"
Natasha Calis,"$49,130,588",1,"$49,130,588"
Joy Bryant,"$49,015,599",3,"$16,338,533"
Peyton List,"$49,010,587",2,"$24,505,294"
Grayson Russell,"$49,008,662",1,"$49,008,662"
Laine Macneil,"$49,008,662",1,"$49,008,662"
Darby Camp,"$48,947,356",2,"$24,473,678"
Anna Paquin,"$48,831,965",7,"$6,975,995"
Dylan Walsh,"$48,810,021",5,"$9,762,004"
Dianna Agron,"$48,781,209",8,"$6,097,651"
Joe Flynn,"$48,775,599",1,"$48,775,599"
Eva Gavor,"$48,775,599",1,"$48,775,599"
Tony Jaa,"$48,677,219",14,"$3,476,944"
Bailee Madison,"$48,597,936",6,"$8,099,656"
Bruce Greenwood,"$48,499,129",7,"$6,928,447"
Blayne Weaver,"$48,444,315",3,"$16,148,105"
Jeremy Sumpter,"$48,427,308",5,"$9,685,462"
Tadanobu Asano,"$48,419,355",4,"$12,104,839"
Kevin Dillon,"$48,385,234",10,"$4,838,523"
Robert Patrick,"$48,363,342",10,"$4,836,334"
Kristy McNichol,"$48,326,249",3,"$16,108,750"
Emun Elliott,"$48,276,510",1,"$48,276,510"
Ken Leung,"$48,276,510",1,"$48,276,510"
Art Parkinson,"$48,023,088",2,"$24,011,544"
George Kennedy,"$48,009,120",5,"$9,601,824"
Haley Lu Richardson,"$47,769,022",7,"$6,824,146"
Marlene Lawston,"$47,642,963",1,"$47,642,963"
Betsy Russell,"$47,621,921",4,"$11,905,480"
Rosemarie DeWitt,"$47,602,525",7,"$6,800,361"
Richard Armitage,"$47,602,194",2,"$23,801,097"
Maggie Gyllenhaal,"$47,594,723",5,"$9,518,945"
Angie Harmon,"$47,545,060",1,"$47,545,060"
Jane Adams,"$47,426,362",3,"$15,808,787"
Rachael Taylor,"$47,372,044",4,"$11,843,011"
Travis Fimmel,"$47,365,290",5,"$9,473,058"
Michael Beach,"$47,172,282",4,"$11,793,071"
Milo Ventimiglia,"$47,138,784",8,"$5,892,348"
Vincent Piazza,"$47,096,195",4,"$11,774,049"
Jane Seymour,"$47,095,567",9,"$5,232,841"
Xuan Huang,"$47,049,061",5,"$9,409,812"
John Lloyd Young,"$47,047,013",1,"$47,047,013"
Erich Bergen,"$47,047,013",1,"$47,047,013"
Michael Lomenda,"$47,047,013",1,"$47,047,013"
Rita Wilson,"$47,043,839",5,"$9,408,768"
Eddie Izzard,"$47,004,672",10,"$4,700,467"
Frank Langella,"$46,944,773",7,"$6,706,396"
Stephen Boyd,"$46,900,023",3,"$15,633,341"
Marilyn Monroe,"$46,900,000",6,"$7,816,667"
Michael Landes,"$46,896,664",2,"$23,448,332"
A.J. Cook,"$46,896,664",1,"$46,896,664"
Winslow Fegley,"$46,888,441",4,"$11,722,110"
Shawn Mendes,"$46,888,441",2,"$23,444,221"
Claire Forlani,"$46,884,617",4,"$11,721,154"
Gregory Hines,"$46,865,733",2,"$23,432,867"
Naomi Ackie,"$46,809,111",5,"$9,361,822"
Eddie Peng,"$46,785,318",9,"$5,198,369"
Barry Watson,"$46,771,233",2,"$23,385,617"
Madison Iseman,"$46,698,898",7,"$6,671,271"
Caleel Harris,"$46,697,321",1,"$46,697,321"
Jeremy Ray Taylor,"$46,697,321",1,"$46,697,321"
James Gandolfini,"$46,642,754",6,"$7,773,792"
Anne Bancroft,"$46,630,214",3,"$15,543,405"
Glenda Jackson,"$46,590,000",6,"$7,765,000"
Will Sasso,"$46,583,632",7,"$6,654,805"
Bill Campbell,"$46,573,027",1,"$46,573,027"
Rob Delaney,"$46,536,687",1,"$46,536,687"
Colin Jost,"$46,536,687",2,"$23,268,344"
June Squibb,"$46,369,381",7,"$6,624,197"
Carel Struycken,"$46,293,855",1,"$46,293,855"
Tahar Rahim,"$46,217,867",12,"$3,851,489"
Jesse Bradford,"$46,172,013",5,"$9,234,403"
Jason David Frank,"$46,149,097",3,"$15,383,032"
Zheng Kai,"$46,140,497",4,"$11,535,124"
Tim Blake Nelson,"$46,119,690",12,"$3,843,308"
Zhang Hanyu,"$46,086,641",7,"$6,583,806"
Bérénice Bejo,"$46,068,975",9,"$5,118,775"
Dove Cameron,"$46,009,144",5,"$9,201,829"
Mary J. Blige,"$45,943,935",7,"$6,563,419"
Omarion,"$45,934,283",2,"$22,967,142"
Joanna Cassidy,"$45,925,755",6,"$7,654,293"
Ava Gardner,"$45,921,559",6,"$7,653,593"
Martin Henderson,"$45,831,331",3,"$15,277,110"
"Demetrius Shipp, Jr.","$45,778,196",4,"$11,444,549"
John Magaro,"$45,695,875",8,"$5,711,984"
Rose Leslie,"$45,639,422",2,"$22,819,711"
Dawn French,"$45,630,104",1,"$45,630,104"
Tom Bateman,"$45,630,104",2,"$22,815,052"
Ann Turkel,"$45,630,104",1,"$45,630,104"
Brenda Song,"$45,610,425",1,"$45,610,425"
Margo Harshman,"$45,610,425",1,"$45,610,425"
Adam LeFevre,"$45,610,425",1,"$45,610,425"
Eugene Jones,"$45,610,425",1,"$45,610,425"
Corey Haim,"$45,593,996",4,"$11,398,499"
Olga Kurylenko,"$45,561,377",20,"$2,278,069"
Kara Hayward,"$45,519,336",4,"$11,379,834"
Bess Armstrong,"$45,517,055",1,"$45,517,055"
Simon MacCorkindale,"$45,517,055",1,"$45,517,055"
Jared Gilman,"$45,515,006",3,"$15,171,669"
Dan Haggerty,"$45,411,063",1,"$45,411,063"
Sophie Nelisse,"$45,307,206",9,"$5,034,134"
Michael Beck,"$45,252,571",2,"$22,626,286"
Michael Gambon,"$45,221,713",3,"$15,073,904"
Ken Hudson Campbell,"$45,216,793",1,"$45,216,793"
Brianna Denski,"$45,216,793",1,"$45,216,793"
Norbert Leo Butz,"$45,216,793",1,"$45,216,793"
Jian Tian,"$45,157,105",1,"$45,157,105"
Cheney Chen,"$45,157,105",2,"$22,578,553"
Lu Han,"$45,157,105",2,"$22,578,553"
Kenny Lin,"$45,157,105",1,"$45,157,105"
Junkai Wang,"$45,157,105",2,"$22,578,553"
Cybill Shepherd,"$45,114,595",7,"$6,444,942"
Danny Pudi,"$45,082,680",4,"$11,270,670"
Yara Shahidi,"$45,077,400",4,"$11,269,350"
Megan Burns,"$45,064,915",1,"$45,064,915"
Demi Lovato,"$45,020,282",2,"$22,510,141"
Pablo Schreiber,"$44,960,264",5,"$8,992,053"
Claire Holt,"$44,902,211",4,"$11,225,553"
Michael Taliferro,"$44,737,059",1,"$44,737,059"
Ace Yonamine,"$44,737,059",1,"$44,737,059"
Casey Siemaszko,"$44,726,644",1,"$44,726,644"
Linda Hunt,"$44,679,364",3,"$14,893,121"
Cassidy Freeman,"$44,539,245",1,"$44,539,245"
Alejandro Edda,"$44,539,245",1,"$44,539,245"
Rafael Martinez,"$44,480,275",1,"$44,480,275"
Carlos Pratts,"$44,480,275",1,"$44,480,275"
Michael Aguero,"$44,480,275",1,"$44,480,275"
Johnny Ortiz,"$44,480,275",1,"$44,480,275"
Sergio Avelar,"$44,480,275",1,"$44,480,275"
Ramiro Rodriguez,"$44,480,275",1,"$44,480,275"
Hector Duran,"$44,480,275",1,"$44,480,275"
Finley Rose Slater,"$44,451,847",1,"$44,451,847"
Archie Madekwe,"$44,428,554",1,"$44,428,554"
Ernest Borgnine,"$44,409,225",8,"$5,551,153"
George Burns,"$44,404,277",2,"$22,202,139"
Chris Diamantopoulos,"$44,399,670",3,"$14,799,890"
Phyllis Logan,"$44,305,306",2,"$22,152,653"
Brenda Vaccaro,"$44,296,438",3,"$14,765,479"
Stephen Park,"$44,277,400",2,"$22,138,700"
Sophia Bush,"$44,183,757",5,"$8,836,751"
Joanne Froggatt,"$44,151,031",3,"$14,717,010"
Allen Leech,"$44,141,550",3,"$14,713,850"
Jonathan Zaccaï,"$44,141,550",1,"$44,141,550"
Harry Hadden-Paton,"$44,141,550",1,"$44,141,550"
Lesley Nicol,"$44,141,550",1,"$44,141,550"
Laura Carmichael,"$44,141,550",2,"$22,070,775"
Rob James-Collier,"$44,141,550",2,"$22,070,775"
Douglas Reith,"$44,141,550",1,"$44,141,550"
Brendan Coyle,"$44,141,550",1,"$44,141,550"
David Robb,"$44,141,550",1,"$44,141,550"
Kevin Doyle,"$44,141,550",1,"$44,141,550"
Sophie McShera,"$44,141,550",1,"$44,141,550"
Bella Thorne,"$44,115,475",19,"$2,321,867"
Milly Shapiro,"$44,069,456",1,"$44,069,456"
Betty Hutton,"$44,000,000",2,"$22,000,000"
Toshiro Mifune,"$43,989,642",3,"$14,663,214"
Susan Saint James,"$43,900,000",1,"$43,900,000"
Jodie Turner-Smith,"$43,855,182",4,"$10,963,796"
Celeste O’Connor,"$43,817,106",1,"$43,817,106"
Richard Beymer,"$43,700,000",1,"$43,700,000"
Hal Holbrook,"$43,501,350",4,"$10,875,338"
Omar Chaparro,"$43,470,365",10,"$4,347,037"
Mae Whitman,"$43,450,889",5,"$8,690,178"
Jack Palance,"$43,440,947",2,"$21,720,474"
Matthias Schoenaerts,"$43,406,237",16,"$2,712,890"
Adeel Akhtar,"$43,250,720",4,"$10,812,680"
Vivien Lyra Blair,"$43,244,282",1,"$43,244,282"
Sophie Thatcher,"$43,244,282",3,"$14,414,761"
Matt Lucas,"$43,242,871",2,"$21,621,436"
Kelly Asbury,"$43,242,871",1,"$43,242,871"
Julio Bonet,"$43,242,871",1,"$43,242,871"
Glenn Ford,"$43,220,000",6,"$7,203,333"
Robert Mitchum,"$43,220,000",5,"$8,644,000"
Cliff Robertson,"$43,220,000",2,"$21,610,000"
Aunjanue Ellis,"$43,052,412",7,"$6,150,345"
Oliver Platt,"$43,034,090",6,"$7,172,348"
Jay Pharoah,"$43,024,586",6,"$7,170,764"
Humphrey Bogart,"$43,012,500",15,"$2,867,500"
Elaine May,"$42,913,571",1,"$42,913,571"
Zenobia Shroff,"$42,872,467",1,"$42,872,467"
Michiel Huisman,"$42,861,936",6,"$7,143,656"
Mehcad Brooks,"$42,834,745",2,"$21,417,373"
Josh Wiggins,"$42,824,897",7,"$6,117,842"
Erica Ash,"$42,789,794",3,"$14,263,265"
Salman Khan,"$42,752,465",15,"$2,850,164"
Danny Aiello,"$42,749,976",6,"$7,124,996"
Donna Reed,"$42,741,691",4,"$10,685,423"
Miles Fisher,"$42,611,332",3,"$14,203,777"
Kit Harington,"$42,590,353",9,"$4,732,261"
Arlen Escarpeta,"$42,587,643",1,"$42,587,643"
Jacqueline MacInnes Wood,"$42,587,643",1,"$42,587,643"
Emma Bell,"$42,587,643",2,"$21,293,822"
Ellen Wroe,"$42,587,643",1,"$42,587,643"
P.J. Byrne,"$42,587,643",2,"$21,293,822"
Riccardo Scamarcio,"$42,471,412",4,"$10,617,853"
Kyle Allen,"$42,471,412",5,"$8,494,282"
Ali Khan,"$42,471,412",1,"$42,471,412"
Emma Laird,"$42,471,412",1,"$42,471,412"
Reggie Miller,"$42,469,946",1,"$42,469,946"
Lisa Leslie,"$42,469,946",1,"$42,469,946"
Nate Robinson,"$42,469,946",1,"$42,469,946"
Kyrie Irving,"$42,469,946",1,"$42,469,946"
Chris Webber,"$42,469,946",1,"$42,469,946"
Rick Malambri,"$42,400,223",1,"$42,400,223"
Sharni Vinson,"$42,400,223",3,"$14,133,408"
Amy Ryan,"$42,371,907",5,"$8,474,381"
John Michael Higgins,"$42,354,000",4,"$10,588,500"
Josh Lawson,"$42,344,269",3,"$14,114,756"
Ranbir Kapoor,"$42,327,792",11,"$3,847,981"
Jessica McNamee,"$42,326,031",5,"$8,465,206"
Joe Taslim,"$42,326,031",1,"$42,326,031"
Lewis Tan,"$42,326,031",2,"$21,163,016"
Chin Han,"$42,326,031",1,"$42,326,031"
Tim Kelleher,"$42,273,609",1,"$42,273,609"
James Murray,"$42,273,609",1,"$42,273,609"
Jesse Williams,"$42,225,500",3,"$14,075,167"
Nicole Ari Parker,"$42,178,989",3,"$14,059,663"
Mikhail Baryshnikov,"$42,160,849",1,"$42,160,849"
Bradley Whitford,"$42,111,065",5,"$8,422,213"
Kristen Connolly,"$42,103,945",3,"$14,034,648"
Fran Kranz,"$42,078,791",6,"$7,013,132"
Anna Hutchison,"$42,073,277",3,"$14,024,426"
Mo’Nique,"$42,065,185",2,"$21,032,593"
Nadej Bailey,"$42,065,185",1,"$42,065,185"
Alkoya Brunson,"$42,065,185",2,"$21,032,593"
Marley Taylor,"$42,065,185",1,"$42,065,185"
Bethany Hamilton,"$42,024,533",1,"$42,024,533"
Robert Newton,"$42,000,000",2,"$21,000,000"
Mario Reyes,"$42,000,000",1,"$42,000,000"
Colin Hanks,"$41,960,124",5,"$8,392,025"
Harry Shearer,"$41,932,073",4,"$10,483,018"
Rah Digga,"$41,867,960",1,"$41,867,960"
Steven Pasquale,"$41,797,066",2,"$20,898,533"
Rutger Hauer,"$41,792,009",15,"$2,786,134"
Diana Ross,"$41,726,490",2,"$20,863,245"
Rachel Bloom,"$41,660,376",5,"$8,332,075"
Beck Bennett,"$41,657,076",2,"$20,828,538"
Mickey Rooney,"$41,599,643",4,"$10,399,911"
Hope Davis,"$41,527,454",7,"$5,932,493"
Violett Beane,"$41,513,002",2,"$20,756,501"
